900.212500  9.813830 14.355849  0.000000 0.889069  28.426862 52.068066  0.000000 1.389646 9.475621 18.504269
904.825000  3.271277 9.741120  0.000000 0.011984  0.000000 133.007811  0.000000 0.018728 0.000000 45.356200
909.437500  6.542553 4.661616  0.000000 0.002462  189.527543 97.820849  0.000000 0.001994 63.175848 33.351308
914.050000  0.000000 0.739967  0.000000 0.274672  0.000000 16.307513  0.000000 0.219472 0.000000 5.722312
918.662500  0.000000 0.460567  0.000000 7.204854  0.000000 0.609936  0.000000 5.756922 0.000000 4.473817
923.275000  0.000000 3.176527  0.000000 43.798360  0.000000 0.005116  0.000000 34.996370 0.000000 25.934020
927.887500  3.271277 6.094090  81.748829 61.703799  0.000000 0.000010  66.843507 49.303422 49.530779 36.533790
932.500000  3.271277 3.120881  0.000000 20.145932  0.000000 0.000000  0.000000 16.097281 0.000000 11.928069
937.112500  0.000000 0.419962  0.000000 1.524348  0.000000 0.000000  0.000000 1.218006 0.000000 0.902541
941.725000  0.000000 0.014313  0.000000 0.026730  0.000000 0.000000  0.000000 0.021358 0.000000 0.015827
946.337500  0.000000 0.000119  0.000000 0.000109  0.000000 0.000000  0.000000 0.000087 0.000000 0.000064
950.950000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
955.562500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
960.175000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
964.787500  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
969.400000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
974.012500  0.000000 0.000001  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
978.625000  0.000000 0.000250  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
983.237500  0.000000 0.021821  0.000000 0.000000  0.000000 0.000039  0.000000 0.000000 0.000000 0.000013
987.850000  0.000000 0.513441  0.000000 0.000001  0.000000 0.001830  0.000000 0.000004 0.000000 0.000625
992.462500  0.000000 3.396318  0.000000 0.000242  0.000000 0.021951  0.000000 0.001056 0.000000 0.007914
997.075000  3.271277 7.045174  0.000000 0.017212  0.000000 0.067763  0.000000 0.075286 0.000000 0.053804
1001.687500  3.271277 7.974405  0.000000 0.320329  0.089217 0.053839  0.000000 1.401111 0.029739 0.589737
1006.300000  3.271277 10.161504  0.000000 1.556694  0.000000 0.011009  0.000000 6.808944 0.000000 2.780484
1010.912500  6.542553 7.654558  2.447944 1.975406  0.000000 0.000579  10.956975 8.640384 4.468306 3.523801
1015.525000  0.000000 4.924655  0.000000 0.654569  0.000000 0.000008  0.000000 2.863072 0.000000 1.167582
1020.137500  3.271277 5.671290  0.000000 0.056637  0.000000 0.000000  0.000000 0.247729 0.000000 0.101026
1024.750000  0.000000 11.670744  0.000000 0.001280  0.000000 0.000000  0.000000 0.005597 0.000000 0.002283
1029.362500  13.085106 12.359062  0.000000 0.000008  0.000000 0.000000  0.000000 0.000033 0.000000 0.000013
1033.975000  0.000000 4.027732  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1038.587500  0.000000 0.388656  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1043.200000  0.000000 0.010991  0.000000 0.000000  0.000000 0.000000  0.000000 0.000001 0.000000 0.000000
1047.812500  0.000000 0.000520  0.000000 0.000053  0.000000 0.000000  0.000000 0.000115 0.000000 0.000056
1052.425000  0.000000 0.027671  0.000000 0.003434  0.000000 0.000000  0.000000 0.007395 0.000000 0.003584
1057.037500  0.000000 0.498360  0.000000 0.061854  0.000000 0.000000  0.000000 0.133195 0.000000 0.064547
1061.650000  0.000000 2.513729  0.000000 0.311989  0.000000 0.000000  0.000000 0.671835 0.000000 0.325572
1066.262500  3.271277 3.551633  0.499058 0.440725  0.000000 0.000025  1.099733 0.949054 0.532930 0.459922
1070.875000  0.000000 1.447247  0.000000 0.174361  0.000000 0.002252  0.000000 0.375468 0.000000 0.182720
1075.487500  0.000000 0.948737  0.000000 0.019319  0.000000 0.057136  0.000000 0.041601 0.000000 0.039639
1080.100000  0.000000 4.411912  0.000000 0.000599  0.000000 0.415606  0.000000 0.001291 0.000000 0.142317
1084.712500  3.271277 7.314019  0.000000 0.000005  0.000000 0.866577  0.000000 0.000011 0.000000 0.295446
1089.325000  3.271277 3.644241  0.000000 0.000000  0.980037 0.517947  0.000000 0.000000 0.326679 0.176583
1093.937500  0.000000 0.814865  0.000000 0.000000  0.000000 0.088739  0.000000 0.000000 0.000000 0.030254
1098.550000  0.000000 1.914344  0.000000 0.000000  0.000000 0.004358  0.000000 0.000000 0.000000 0.001486
1103.162500  0.000000 3.792525  0.000000 0.000000  0.000000 0.000061  0.000000 0.000000 0.000000 0.000021
1107.775000  3.271277 2.240583  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1112.387500  0.000000 0.698768  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1117.000000  0.000000 2.042501  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1121.612500  0.000000 3.862560  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
1126.225000  3.271277 2.201111  0.000000 0.000000  0.000000 0.000000  0.000000 0.000000 0.000000 0.000000
